datapoint_id,misogynistic_text,neutral_text,severity,rewrite_severity,biasly_categories,canonical_categories,rationale
8c807779-3eac-4d0d-ab9d-47b10c82d107,"I'm not saying that young women are liars, but women that old don't ever talk about sex. They don't lie about sex. Seventy-year-old women lie about other shit.","I'm not saying that young women are liars, but most women that old don't ever talk about sex. They don't lie about sex. Seventy-year-old women lie about other shit.",185.0,0.0,gender_essentialism,traditional_gender_roles,
d6d71af5-d0b0-4c83-8fa7-e1b0abefdd95,We do not have many women here. We do not... a boy like you... muscular. You live with that skinny bitch.,We do not have many women here. We do not... a boy like you... muscular. You live with that skinny woman.,824.0,131.0,gendered_slurs,use_of_sexist_language,
d6d71af5-d0b0-4c83-8fa7-e1b0abefdd95,We do not have many women here. We do not... a boy like you... muscular. You live with that skinny bitch.,We do not have many women here. We do not... a boy like you... muscular. You live with that skinny girl.,311.0,118.0,gendered_slurs,use_of_sexist_language,
d6d71af5-d0b0-4c83-8fa7-e1b0abefdd95,We do not have many women here. We do not... a boy like you... muscular. You live with that skinny bitch.,We do not have many women here. We do not... a boy like you... muscular. You live with that woman.,162.0,117.0,gender_essentialism|gendered_slurs|phallocentrism,traditional_gender_roles|use_of_sexist_language,
82050e12-670e-41c3-864a-a16344a2aea9,"How simple is that? What we have here, is the failure of a woman. Who sinned against God and against her husband.","How simple is that? What we have here, is an unfaithful woman. Who sinned against God and against her husband.",273.0,0.0,other,,
ec22d47b-6c43-4a63-a8b4-0c7fc9464be8,"Because girls have huge egos. Women think they have a shot with every guy on earth. Women will be, like, "" If I meet Ryan Gosling and I wear my blue dress... "" Trust, trust.","Because some girls have huge egos. Most women think they have a shot with every guy on earth. Women will be, like, "" If I meet Ryan Gosling and I wear my blue dress... "" Trust, trust.",146.0,102.0,gender_essentialism,traditional_gender_roles,
ec22d47b-6c43-4a63-a8b4-0c7fc9464be8,"Because girls have huge egos. Women think they have a shot with every guy on earth. Women will be, like, "" If I meet Ryan Gosling and I wear my blue dress... "" Trust, trust.","Because some girls have huge egos. Some women think they have a shot with every guy on earth. These women will be, like, "" If I meet Ryan Gosling and I wear my blue dress... "" Trust, trust.",340.0,0.0,gender_essentialism,traditional_gender_roles,
4882654a-2593-4831-8a63-9ca9c83033f4,"John, after today, Anne's going to be your responsibility. I don't know what I would have done if she hadn't have been there. Now, promise me you'll make her happy, that you'll keep her safe no matter what.","John, after today, you and Anne will stay together. I don't know what I would have done if she hadn't have been there. Now, promise me you'll make her happy, that you'll keep her safe no matter what.",286.0,122.0,lacking_autonomy,second_class_citizenship,
4882654a-2593-4831-8a63-9ca9c83033f4,"John, after today, Anne's going to be your responsibility. I don't know what I would have done if she hadn't have been there. Now, promise me you'll make her happy, that you'll keep her safe no matter what.","John, after today, Anne's going to be your responsibility. I don't know what I would have done if she hadn't have been there. Now, promise me you'll try to make her happy, that you'll do your best to protect her.",157.0,64.0,lacking_autonomy|trivialization,assumptions_of_inferiority|second_class_citizenship,
b46cdbd4-3a64-4921-98e5-c3255238cd8d,"Before I married Erin, I was... I dated a Mexican woman. I dated a Chinese woman, a black woman, but never at the same time... you know. But if Trevor didn't believe that stuff, I mean, all of it, the business wouldn't work, and that's what makes him amazing.","Before I married Erin, I was... I dated a lot of different women, but never at the same time... you know. But if Trevor didn't believe that stuff, I mean, all of it, the business wouldn't work, and that's what makes him amazing.",153.0,38.0,dehumanization|sexualization,sexual_objectification|use_of_sexist_language,Listing the races of all the women he has dated seems like he is reducing them to their physical characteristics and/or seeing them as items on a checklist
2d21a4e9-3732-4619-885d-2b9abf4eb041,"That's gonna make her make a hilarious black-woman phone call, like, "" Girl, this white boy "" just titty-fucked my butt cheeks. "" Leg of lamb, leg of lamb. * *White boy just titty-fucked my butt cheeks * *","That's gonna ask her to make a hilarious black-woman phone call, like, ""Girl, this white boy"" just titty-fucked by butt cheeks"" Leg of lamb, leg of lamb.* *White boy just titty-fucked my butt cheeks* *",382.0,176.0,lacking_autonomy|sexualization,second_class_citizenship|sexual_objectification,
2d21a4e9-3732-4619-885d-2b9abf4eb041,"That's gonna make her make a hilarious black-woman phone call, like, "" Girl, this white boy "" just titty-fucked my butt cheeks. "" Leg of lamb, leg of lamb. * *White boy just titty-fucked my butt cheeks * *","That's gonna make her make a hilarious phone call, like, "" Girl, this white boy "" just titty-fucked my butt cheeks. "" Leg of lamb, leg of lamb. * *White boy just titty-fucked my butt cheeks * *",267.0,98.0,gender_essentialism,traditional_gender_roles,
56cef67a-d8a6-494c-873a-b841f896835c,Where she would like to have her as a companion. The mirror is broken. You can see how lovely you are in my eyes.,Where she would like to have her as a companion. The mirror is broken. You can see how I see you.,143.0,0.0,sexualization,sexual_objectification,
8433dbb1-a5db-4d4e-81d0-ef487573daf0,"Yeah, why wouldn't I? Well, I mean, you've heard the stories. Nice guy has drinks with a strange girl in a casino, she gets him up to her room, one thing leads to another, he wakes up three days later missing a kidney.","Yeah, why wouldn't I? Well, I mean, you've heard the stories. A guy has drinks with a strange woman in a casino, she invites him up to her room, one thing leads to another, he wakes up three days later missing a kidney.",133.0,86.0,gender_essentialism|trivialization,assumptions_of_inferiority|traditional_gender_roles,Feeds into stereotypes of women as master manipulators & therefore especially dangerous to men
41c7ac82-cc53-4839-a4f2-18c71b2356bd,"What do you think I'm gonna do to you... make you pancakes?! God damn it, I don't like pancakes. Stupid fucking women!","What do you think I'm gonna do to you... make you pancakes?! God damn it, I don't like pancakes. Stupid women!",988.0,867.0,gendered_slurs,use_of_sexist_language,
41c7ac82-cc53-4839-a4f2-18c71b2356bd,"What do you think I'm gonna do to you... make you pancakes?! God damn it, I don't like pancakes. Stupid fucking women!","What do you think I'm gonna do to you... make you pancakes?! God damn it, I don't like pancakes. You are so stupid!",513.0,0.0,gender_essentialism,traditional_gender_roles,
41c7ac82-cc53-4839-a4f2-18c71b2356bd,"What do you think I'm gonna do to you... make you pancakes?! God damn it, I don't like pancakes. Stupid fucking women!","What do you think I'm gonna do to you... make you pancakes?! God damn it, I don't like pancakes.",304.0,50.0,gender_essentialism|trivialization,assumptions_of_inferiority|traditional_gender_roles,
4a600b5f-f90d-4c49-a807-ee75dcc3051f,"All tugs disengage. Do you realize that there are only 36 women on this Moon Base? I'm sure one of them will eventually come around, pal.","All tugs disengage. Do you realize that there are only 36 women on this Moon Base? Maybe one of them will eventually like you, pal.",197.0,0.0,gender_essentialism|sexualization,sexual_objectification|traditional_gender_roles,
4a600b5f-f90d-4c49-a807-ee75dcc3051f,"All tugs disengage. Do you realize that there are only 36 women on this Moon Base? I'm sure one of them will eventually come around, pal.","All tugs disengage. Do you realize that there are only 36 women on this Moon Base? Maybe at some point one of them will be interested, pal.",195.0,0.0,lacking_autonomy|phallocentrism,second_class_citizenship,
29fb03f5-1f32-43ed-945e-8d52b7056eec,"The boy means nothing to me. I can't stand the wailing of women. God, I could watch Tyrion slap the smug off that little fucker's face a hundred times and never get sick of it.","The boy means nothing to me. I can't stand people wailing. God, I could watch Tyrion slap the smug off that little fucker's face a hundred times and never get sick of it.",138.0,0.0,gender_essentialism,traditional_gender_roles,
0f5cc35e-bed2-4692-8ea7-31d86a3ea86f,"We became friends again. And nothing went right for this guy... I mean, money, women, friends.","We became friends again. And nothing went right for this guy... I mean, money, romance, friends.",115.0,0.0,dehumanization|phallocentrism,use_of_sexist_language,"""women"" as an area of the man's life is a bit dehumanizing; there is also the implication that all women are potential love interests and that no women could fall into the ""friends"" category"
aaa43015-f222-4686-9432-1793d51e3952,"Enough about work, man. Let's talk more about the women. We were talking about this girl or that girl or going out partying.","Enough about work, man. Let's talk more about women. We were talking about this girl or that girl or going out partying.",199.0,153.0,sexualization,sexual_objectification,
aaa43015-f222-4686-9432-1793d51e3952,"Enough about work, man. Let's talk more about the women. We were talking about this girl or that girl or going out partying.","Enough about work, man. Let's talk more about the women. We were talking about this woman or that woman or going out partying.",179.0,120.0,sexualization|trivialization,assumptions_of_inferiority|sexual_objectification,
62576de0-3b36-4ca6-a5f6-a114eeea1b96,"Didn't know you were bilingual. I have many talents, lady. Who will be the lucky man to marry her?",Didn't know you were bilingual. I have many talents. Who will be the lucky man to marry her?,176.0,90.0,gendered_slurs|trivialization,assumptions_of_inferiority|use_of_sexist_language,
62576de0-3b36-4ca6-a5f6-a114eeea1b96,"Didn't know you were bilingual. I have many talents, lady. Who will be the lucky man to marry her?",Didn't know you were bilingual. I have many talents. Who will be the lucky person to marry her?,193.0,0.0,gender_essentialism|trivialization,assumptions_of_inferiority|traditional_gender_roles,
563f7833-b570-42a1-84d6-b06070f82235,She's sound asleep. How do you know? Because I have sexual psychic powers.,She's sound asleep. How do you know? Because I have psychic powers.,225.0,0.0,sexualization,sexual_objectification,
5f1c9be4-0638-44b5-ac44-8387b8b16b88,"Miss Todd, you are a woman of ravishing resourcefulness. Mr. Lincoln, you have no idea. You will have no friends, no family.","Miss Todd, you are a woman of great resourcefulness. Mr. Lincoln, you have no idea. You will have no friends, no family.",164.0,0.0,gender_essentialism|sexualization,sexual_objectification|traditional_gender_roles,
8b619f09-c403-421e-a482-73312506f992,"Now I've got a woman She's got a magic spell on me Go to sat cam 6. Bye, Lauren.","Now I've got a girlfriend She's got a magic spell on me Go to sat cam 6. Bye, Lauren.",105.0,0.0,dehumanization,use_of_sexist_language,
cdc618a1-0c79-45ec-bc2f-4e48a695ad2b,"And he needs the comforting touch of the woman he loves to soothe his tired bones. And now, I'm here, you're here, and we have time to be husband and wife. The proper way.","And he needs the comforting touch of the one he loves to soothe his tired bones. And now, I'm here, you're here, and we have time to be a married couple. The proper way.",190.0,0.0,gender_essentialism,traditional_gender_roles,"Implication that there is a specifically feminine way to love/touch/care for someone; implication that there are ""proper"" ways to fulfill the roles of husband and wife"
1b152d7e-ced9-479b-a19b-7a69c4ef2e5a,"Yeah, you'll pay me by the hour. Is anybody here? Take off your clothes.","Yeah, you'll pay me by the hour. Is anybody here? Can you take off your clothes?",277.0,0.0,lacking_autonomy,second_class_citizenship,
110672ac-5916-4762-bbfa-cce56a5ec6c3,"1-zip. Check up, bitch. Why you fouling for?",1-zip. Check up. Why you fouling for?,197.0,0.0,gendered_slurs,use_of_sexist_language,
110672ac-5916-4762-bbfa-cce56a5ec6c3,"1-zip. Check up, bitch. Why you fouling for?",1-zip. Check up. Why you fouling for?,77.0,0.0,gendered_slurs,use_of_sexist_language,
a9a5c4fe-e820-4a71-8578-eaa46f600eae,"You know, you're as beautiful as the day you were brought to us. If there's ever anything that I can do for you, or that we can talk about, please, please don't hesitate. I need to speak to Father Diekmen, so, if you'll excuse me.","If there's ever anything that I can do for you, or that we can talk about, please, please don't hesitate. I need to speak to Father Diekmen, so, if you'll excuse me.",83.0,0.0,sexualization,sexual_objectification,
9d868918-fc98-4304-bf69-1cf2e2354830,Because she wouldn't what? She wouldn't what? She would have done anything I asked.,Because she wouldn't what? She wouldn't what? She might have done anything I asked.,256.0,0.0,lacking_autonomy,second_class_citizenship,
f1bd9069-d415-4a1f-8837-570539044c28,"No shit. I mean, it's different for women. I waited until my wedding night.","No shit. I mean, it's different for some women. I waited until my wedding night.",45.0,21.0,gender_essentialism,traditional_gender_roles,
f1bd9069-d415-4a1f-8837-570539044c28,"No shit. I mean, it's different for women. I waited until my wedding night.","No shit. I mean, it's different for some women. I waited until my wedding night.",294.0,0.0,gender_essentialism,traditional_gender_roles,
d2add917-7d06-430c-b5d1-380dae0c2f12,"The one you've found She is gone So, baby, don't cry Like there's no tomorrow After the night There's a brand-new day And there'll be no pain","The one you've found She is gone So,  don't cry Like there's no tomorrow After the night There's a brand-new day And there'll be no pain",24.0,0.0,trivialization,assumptions_of_inferiority,
d2add917-7d06-430c-b5d1-380dae0c2f12,"The one you've found She is gone So, baby, don't cry Like there's no tomorrow After the night There's a brand-new day And there'll be no pain","The one you've found She is gone So, don't cry Like there's no tomorrow After the night There's a brand-new day And there'll be no pain",210.0,0.0,trivialization,assumptions_of_inferiority,
1c9677ca-14c1-4f5c-8cd7-18c1bdc410d0,"Is that a crime, though, huh? That i look at you and see all that a woman should be? I mean, you're beyond beautiful.","Is that a crime, though, huh? That i look at you and see all that a person should be? I mean, you're beyond beautiful.",117.0,0.0,other,,
1c9677ca-14c1-4f5c-8cd7-18c1bdc410d0,"Is that a crime, though, huh? That i look at you and see all that a woman should be? I mean, you're beyond beautiful.","Is that a crime, though, huh? That i look at you and see all that I want a woman to be? I mean, you're beyond beautiful.",353.0,151.0,gender_essentialism|sexualization,sexual_objectification|traditional_gender_roles,
ff680f14-e905-42ca-872d-a2c96f0fbea6,"Don't pull your love out on me, honey Take my heart, my soul, my money, but don't leave me to drowning... I got to do something for Shrubbie or there's no deal. I'm in the phone booth, it's the one across the hall If you don't answer, I'll just ring it off the wall I know he's there, but I just had to call Don't leave me hanging on the telephone Don't leave me hanging on the telephone I heard your mother now, she's going out the door Did she go to work or just go to the store","Don't pull your love out on me. Take my heart, my soul, my money, but don't leave me to drowning... I got to do something for Shrubbie or there's no deal. I'm in the phone booth, it's the one across the hall If you don't answer, I'll just ring it off the wall I know he's there, but I just had to call Don't leave me hanging on the telephone Don't leave me hanging on the telephone I heard your mother now, she's going out the door Did she go to work or just go to the store",172.0,0.0,trivialization,assumptions_of_inferiority,
87d8624c-b170-4bf8-85c1-387e24fcad45,The greatest trick that a woman can ever pull is making a man think he's in love. That's how they gain control. Okay?,The greatest trick that someone can ever pull is making a man think he's in love. That's how they gain control. Okay?,691.0,0.0,gender_essentialism,traditional_gender_roles,
87d8624c-b170-4bf8-85c1-387e24fcad45,The greatest trick that a woman can ever pull is making a man think he's in love. That's how they gain control. Okay?,The greatest trick that a woman can ever pull is making a man think he's in love. That's how some gain control. Okay?,555.0,387.0,gender_essentialism,traditional_gender_roles,
d55af322-9ca6-42a2-a8ee-24dc615c7a86,"And not just some rogue straggler we've somehow missed, but a band of Cheyenne and Comanchero. Would you like me to describe to you exactly what they did to that poor woman? This is coming from the governor himself.","And not just some rogue straggler we've somehow missed, but a band of Cheyenne and Comanchero. Would you like me to describe to you exactly what they did to that woman? This is coming from the governor himself.",48.0,0.0,trivialization,assumptions_of_inferiority,
d55af322-9ca6-42a2-a8ee-24dc615c7a86,"And not just some rogue straggler we've somehow missed, but a band of Cheyenne and Comanchero. Would you like me to describe to you exactly what they did to that poor woman? This is coming from the governor himself.","And not just some rogue straggler we've somehow missed, but a band of Cheyenne and Comanchero. Would you like me to describe to you exactly what they did to that woman? This is coming from the governor himself.",252.0,0.0,trivialization,assumptions_of_inferiority,
857bcaa7-b2b9-4643-9041-da02cd183439,"Shantaysia, why is she here? I don't know her. She's my dad's idea.","Shantaysia, why is she here? I don't know her. Inviting her was my dad's idea.",252.0,0.0,dehumanization,use_of_sexist_language,
1437a265-c72f-4285-b922-52a6287fc106,"If a woman wasn't looking for a bulls eye, then what I'm wearing wouldn't be a target. Please. Black men are just mad that sisters are finally making our step up to the plate.","If a woman wasn't looking for a bulls eye, then what I'm wearing wouldn't be a target. Please. Black men are just mad that some sisters are finally making our step up to the plate.",282.0,143.0,gender_essentialism,traditional_gender_roles,
5b539440-f050-4026-a414-8bbc5b46bcdb,"You are crazy, Ruby. You are a crazy old woman. You shouldn't call me Ruby.","You are ridiculous, Ruby. You shouldn't call me Ruby.",466.0,0.0,gender_essentialism,traditional_gender_roles,
317b451a-cc7d-4a74-95c6-2b3f4fa262ac,Bullshit. I just know a lot more about women than you do. Women like me.,Bullshit. I just know a lot more about women than you do. Most women like me.,60.0,38.0,gender_essentialism,traditional_gender_roles,
317b451a-cc7d-4a74-95c6-2b3f4fa262ac,Bullshit. I just know a lot more about women than you do. Women like me.,Bullshit. I just know a lot more about women than you do. Most women I've met like me.,412.0,227.0,gender_essentialism|lacking_autonomy,second_class_citizenship|traditional_gender_roles,
2bcbab53-2e38-4e3a-9785-36d0709b8578,"A Dude Bro party. And maybe you could invite some, uh, young, nubile, recently divorced women? No! No! Bullshit!",A Dude Bro party. And maybe you could invite some women? No! No! Bullshit!,487.0,0.0,gender_essentialism|sexualization,sexual_objectification|traditional_gender_roles,
e48a54ae-510a-453c-9dd5-2280d9af16a2,""" Women "" is not a type of comedy. "" Women "" is a type of person. I think women are people, I'm not sure.",""" Women "" is not a type of comedy. "" Women "" is a type of person. I think women are people. ",609.0,0.0,dehumanization,use_of_sexist_language,"Though the primary (only?) speaker is defending women, the last line ""I think women are people, I'm not sure,"" may be interpreted as not being sure that women are people. "
ef2a677e-caf9-4665-b57d-31a8cf905d4a,"She makes dudes cry, I got ta man up. She sounds horrible. You're not gonna answer it?","She has made some dudes cry, I got ta man up. She sounds horrible. You're not gonna answer it?",269.0,0.0,gender_essentialism,traditional_gender_roles,
b850e2a5-4b5e-4f40-b894-acf620b72842,"You lying old bag! "" But you try to find something good in everything. And the wonderful thing about that relationship ending was that it forced me to start working out' cause I knew I was gonna have to meet women again. And I lost a lot of weight.","You liar! "" But you try to find something good in everything. And the wonderful thing about that relationship ending was that it forced me to start working out' cause I knew I was gonna have to meet women again. And I lost a lot of weight.",319.0,0.0,gendered_slurs,use_of_sexist_language,
b850e2a5-4b5e-4f40-b894-acf620b72842,"You lying old bag! "" But you try to find something good in everything. And the wonderful thing about that relationship ending was that it forced me to start working out' cause I knew I was gonna have to meet women again. And I lost a lot of weight.","You are lying! "" But you try to find something good in everything. And the wonderful thing about that relationship ending was that it forced me to start working out' cause I knew I was gonna have to meet women again. And I lost a lot of weight.",546.0,496.0,gender_essentialism|sexualization,sexual_objectification|traditional_gender_roles,
9ffa21dd-b870-4268-ba1e-95047cd19d08,"Oh. With friends like you, who needs women? This is going to feel good.","Oh. With friends like you, who needs a partner? This is going to feel good.",307.0,0.0,gender_essentialism,traditional_gender_roles,
2b9ba73c-ac85-4e03-8d08-2c1069e4b80d,If anything turkish women are bossy and bitchy. Bossy and bitchy? I don't mean it like that.,If anything some turkish women are bossy and mean. Bossy and mean? I don't mean it like that.,840.0,475.0,gender_essentialism|gendered_slurs,traditional_gender_roles|use_of_sexist_language,
45a34908-f491-4ff0-84dc-428e054024aa,That's it. Fuck her like you fucking mean it. Fuck her like you fucking mean it.,That's it. Have sex with her like you fucking mean it. Have sex with her like you fucking mean it.,643.0,0.0,lacking_autonomy,second_class_citizenship,
b1149aa1-68e0-4999-bccd-aac55b409913,We are now to hear and judge the case of a woman who had defiled the sacred covenants of marriage. And thus brought great shame upon her husband's house. What shall we do?,We are now to hear and judge the case of a woman who had defiled the sacred covenants of marriage. And thus brought great shame upon their home. What shall we do?,492.0,113.0,gender_essentialism,traditional_gender_roles,
003e709d-99a0-4f4f-804d-d2b38de8af3a,"It's something that women have responded to for thousands of years. Well, tell me. You have got to do this.","It's something that some women have responded to for thousands of years. Well, tell me. You have got to do this.",134.0,0.0,gender_essentialism,traditional_gender_roles,
25e606be-1a86-46a1-8b5b-684492403cab,"I'm the best best man anybody can have! You want Ceddy, baby? Coco, did I ever tell you that I love a woman in uniform?","I'm the best best man anybody can have! You want Ceddy, baby? Coco, did I ever tell you that I love the uniform?",345.0,0.0,sexualization,sexual_objectification,
68e309b1-2cc8-492d-a14e-1cd47b7c9f69,Just don't be a smoothie with her. I really like this girl. You can be a smoothie with women.,Just don't be a smoothie with her. I really like her. You can be a smoothie with women.,130.0,0.0,trivialization,assumptions_of_inferiority,
ba8fe0c5-031e-419b-ba44-69008fea95b0,"DR. Hey, Megan, I like that little extra "" I got it going on "" attitude you're doing, girl. Thanks, Dr. Sutton.","DR. Hey, Megan, I like that little extra "" I got it going on "" attitude you're doing. Thanks, Dr. Sutton.",68.0,0.0,trivialization,assumptions_of_inferiority,
ba8fe0c5-031e-419b-ba44-69008fea95b0,"DR. Hey, Megan, I like that little extra "" I got it going on "" attitude you're doing, girl. Thanks, Dr. Sutton.","DR. Hey, Megan, I like that little extra "" I got it going on "" attitude you're doing. Thanks, Dr. Sutton.",194.0,0.0,trivialization,assumptions_of_inferiority,
ba8fe0c5-031e-419b-ba44-69008fea95b0,"DR. Hey, Megan, I like that little extra "" I got it going on "" attitude you're doing, girl. Thanks, Dr. Sutton.","DR. Hey, Megan, I like that little extra "" I got it going on "" attitude you're doing. Thanks, Dr. Sutton.",189.0,84.0,trivialization,assumptions_of_inferiority,
63408a05-d5fc-4e74-aadd-16d7f56586b4,I can't believe you care about women's clothes. Like you're so metrosexual. That's not women's clothes.,I can't believe you care about clothes. Like you're so metrosexual. That's not clothes.,95.0,0.0,gender_essentialism,traditional_gender_roles,
4afb9817-f272-4970-8b78-24815cb7823a,"You heard the woman, move it now! Hands on your heads! Everybody, hands on your heads, right now!","You heard her, move it now! Hands on your heads! Everybody, hands on your heads, right now!",54.0,0.0,trivialization,assumptions_of_inferiority,
4afb9817-f272-4970-8b78-24815cb7823a,"You heard the woman, move it now! Hands on your heads! Everybody, hands on your heads, right now!","You heard her, move it now! Hands on your heads! Everybody, hands on your heads, right now!",76.0,0.0,trivialization,assumptions_of_inferiority,
06b22cb8-21ab-4fc7-a0bb-b2edd5e62d43,"He's just pretending, just saying nothin' to this woman. Sweetheart, you know our kid. He can't tell no to anybody.","He's just pretending, just saying nothin' to her. Sweetheart, you know our kid. He can't tell no to anybody.",119.0,0.0,trivialization,assumptions_of_inferiority,
072b6439-8c95-40a3-8ab4-043f3995edef,"Let's say we wanted a 3,000-square-foot house, four bedroom, three bath. Ballpark, what's that gonna set us back? That's a bit like saying you want to marry a woman who's 5' 6 "" and 125 pounds.","Let's say we wanted a 3,000-square-foot house, four bedroom, three bath. Ballpark, what's that gonna set us back? That's a bit unrealistic. ",261.0,0.0,dehumanization|sexualization,sexual_objectification|use_of_sexist_language,
072b6439-8c95-40a3-8ab4-043f3995edef,"Let's say we wanted a 3,000-square-foot house, four bedroom, three bath. Ballpark, what's that gonna set us back? That's a bit like saying you want to marry a woman who's 5' 6 "" and 125 pounds.","Let's say we wanted a 3,000-square-foot house, four bedroom, three bath. Ballpark, what's that gonna set us back? ",232.0,0.0,sexualization,sexual_objectification,
d4842543-af92-4978-b1b4-44f517c52cbc,"You, crazy woman! Give me the bread back! %*@$%@?",You are crazy! Give me the bread back! %*@$%@?,254.0,0.0,trivialization,assumptions_of_inferiority,
8fc7856c-fa91-4c5c-87e7-775a75c9ecc2,What did you tell her? Nothing. It's not my fault your little groupie can't take a joke.,What did you tell her? Nothing. It's not my fault your friend can't take a joke.,270.0,113.0,trivialization,assumptions_of_inferiority,
d3a18764-1543-4988-a3e7-9e84e26fea5e,Okay. Why are women always so late? Easy one.,Okay. Why are some women always so late? Easy one.,159.0,63.0,gender_essentialism,traditional_gender_roles,
d3a18764-1543-4988-a3e7-9e84e26fea5e,Okay. Why are women always so late? Easy one.,Okay. Why are women sometimes so late? Easy one.,338.0,131.0,gender_essentialism,traditional_gender_roles,
1f92d5c9-e9bc-4481-8801-e937a345b9df,"And then I want you to bone her like a chicken cutlet. You hear me, mister? Huh?","And then I want you to fuck her good. You hear me, mister? Huh?",227.0,0.0,dehumanization,use_of_sexist_language,
0badb841-4c19-49b1-ab22-a59b5ea0e554,"Who likes to go to the drive-in all by herself, looking for the perfect man... That's gonna sweep her off her feet and give her a free ride to Hollywood. But she chooses the wrong one, and she gets her pretty little face all cut up, so she'll never be on TV, except maybe 00 news.","Who likes to go to the drive-in all by herself, looking for the perfect man... That's gonna sweep her off her feet and give her a free ride to Hollywood. But she chooses the wrong one, and she gets her face all cut up, so she'll never be on TV, except maybe 00 news.",742.0,424.0,domestic_violence|trivialization,assumptions_of_inferiority,
0badb841-4c19-49b1-ab22-a59b5ea0e554,"Who likes to go to the drive-in all by herself, looking for the perfect man... That's gonna sweep her off her feet and give her a free ride to Hollywood. But she chooses the wrong one, and she gets her pretty little face all cut up, so she'll never be on TV, except maybe 00 news.","Who likes to go to the drive-in all by herself, looking for the perfect man... That's gonna sweep her off her feet and give her a free ride to Hollywood. But she chooses the wrong one, and she gets her face all cut up, so she'll never be on TV, except maybe 00 news.",322.0,115.0,domestic_violence|sexualization|trivialization,assumptions_of_inferiority|sexual_objectification,
1984f962-ef22-4fa4-9317-f23c5785caf5,"That's why Fifty Shades of Grey was popular.' Cause women are tired.' Cause I didn't read that book, but I know I know that the main character ties the woman up.","That's why Fifty Shades of Grey was popular.' Cause some women are tired.' Cause I didn't read that book, but I know I know that the main character ties the woman up.",78.0,33.0,gender_essentialism,traditional_gender_roles,
1984f962-ef22-4fa4-9317-f23c5785caf5,"That's why Fifty Shades of Grey was popular.' Cause women are tired.' Cause I didn't read that book, but I know I know that the main character ties the woman up.","That's why Fifty Shades of Grey was popular.' Cause some women are tired.' Cause I didn't read that book, but I know I know that the main character ties the female lead up.",243.0,0.0,sexualization|trivialization,assumptions_of_inferiority|sexual_objectification,
1ce3da73-8ccd-4642-b9ac-b10ca7b5230c,Fine. Don't tell them anything. Something's going on with this woman.,Fine. Don't tell them anything. Something's going on with her.,137.0,0.0,trivialization,assumptions_of_inferiority,
3f10e4f4-7dd9-48ef-b8ae-a62798af204c,"Who else is here besides us? Ace, instead of playing dress up, we should be figuring what this stone can do and how to stop Manta and those women from getting it. Mmhm.","Who else is here besides us? Ace, instead of playing dress up, we should be figuring what this stone can do and how to stop Manta and them from getting it. Mmhm.",158.0,0.0,trivialization,assumptions_of_inferiority,
ff792b31-14bd-4ee0-ac35-1a4eda5a42ff,"Tell you what. Do both women. Do both women, keep the franchise, and two helicopters, too.","Tell you what. Keep the franchise, and two helicopters, too.",475.0,0.0,sexualization,sexual_objectification,
d99b95c4-fe83-4a96-8da5-ef7970b00ddd,"Because birds of a feather flock together. And I don't want her gangsta booness rubbing off on you, baby. Look, I mean, I'm moving up in the corporate world and I need my woman, my wife...","Because birds of a feather flock together. And I don't want her gangsta booness rubbing off on you, baby. Look, I mean, I'm moving up in the corporate world and I need my wife...",146.0,0.0,trivialization,assumptions_of_inferiority,
e3306005-89ad-4ce0-a4ab-a8cc084a270c,"Get out! Restrain your woman, soldier! No! No! No! Ani!","Get out! Restrain those woman, soldier! No! No! No! Ani!",59.0,0.0,dehumanization|lacking_autonomy,second_class_citizenship|use_of_sexist_language,
e3306005-89ad-4ce0-a4ab-a8cc084a270c,"Get out! Restrain your woman, soldier! No! No! No! Ani!","Get out! Restrain her, soldier! No! No! No! Ani!",174.0,0.0,trivialization,assumptions_of_inferiority,
0961e144-8fe3-4bca-b5b4-2f8341b31ee1,"My Lord, what that woman has been through. Your lipstick. What?","My Lord, what she has been through. Your lipstick. What?",187.0,0.0,trivialization,assumptions_of_inferiority,
8f9cedf8-3201-4530-b142-b11be4bcc76f,"I'm actually fucking the dead guy's daughter ""? What're you talking about? If anything, I'm just gonna be a distraction.","I'm actually having sex with the dead guy's daughter ""? What're you talking about? If anything, I'm just gonna be a distraction.",257.0,0.0,sexualization,sexual_objectification,
9cbb92d8-3fa5-4160-9d34-ab3546f6a958,"I won't have him turn out like that uncle of yours. If that crazy old tramp has been around here, putting ideas in Norman's head... Perry, no one has had anything to do with Uncle Prenderghast in years.","I won't have him turn out like that uncle of yours. If that crazy old woman has been around here, putting ideas in Norman's head... Perry, no one has had anything to do with Uncle Prenderghast in years.",269.0,101.0,gendered_slurs|trivialization,assumptions_of_inferiority|use_of_sexist_language,
9cbb92d8-3fa5-4160-9d34-ab3546f6a958,"I won't have him turn out like that uncle of yours. If that crazy old tramp has been around here, putting ideas in Norman's head... Perry, no one has had anything to do with Uncle Prenderghast in years.","I won't have him turn out like that uncle of yours. If that crazy old lady has been around here, putting ideas in Norman's head... Perry, no one has had anything to do with Uncle Prenderghast in years.",302.0,122.0,gendered_slurs|sexualization,sexual_objectification|use_of_sexist_language,
