source,misogynistic_text,neutral_text,severity,canonical_categories
cmsb,I'm not sexist but I prefer male professors over females.,I'm not picky but I prefer younger professors over elders.,,
cmsb,I hate female bus drivers n police officers... #justsayin,I hate bus drivers n police officers... #justsayin,,
cmsb,female commentators ruin every game,kid commentators ruin every game,,
cmsb,giant diamond-encrusted crucifixes and mom pants do not look flattering on a woman. #trainridehome,giant diamond-encrusted crucifixes and high-waisted pants do not look flattering on anyone. #trainridehome,,
cmsb,"If a guy pays for a girl's meal he was taught right, but if a girl EXPECTS him to pay for her meal she was taught wrong.","If a person pays for a date's meal they were taught right, but if the date EXPECTS them to pay for the meal they were taught wrong.",,
cmsb,"I loathe how women still expect men to open doors and give up seats for them, yet in the next breath demand 'equality'","I loathe how children still expect parents to open doors and give up seats for them, yet in the next breath demand 'allowance'",,
cmsb,I don't like female commentators.,I don't like rookie commentators.,,
cmsb,as soon as I hear a girl talk about sports or commentate on espn I turn it off. #youhavenoclue,as soon as I hear a rookie talk about sports or commentate on espn I turn it off. #youhavenoclue,,
cmsb,RT MENTION1018 Hahahaha I'm sorry but if you watch Women UFC fights kys #NotSexist #ItsJustWeird,RT MENTION1018 Hahahaha I'm sorry but if you watch any UFC fights kys,,
cmsb,men comedians are better than women ones,observational comedians are better than anecdotal ones,,
cmsb,"A lot of females try to think like a man to avoid getting hurt/played instead of just being a woman. Take a chance ,love again.","A lot of people try to think too hard to avoid getting hurt/played instead of just living life. Take a chance ,love again.",,
cmsb,"#Women are made to be loved, not understood. - Oscar W

#womensday #love https://t.co/Gqq3xwU4X8",#Everyone is made to be loved and understood. - Oscar W#womensday #love https://t.co/Gqq3xwU4X8,,
cmsb,Good thing you'll never get the opportunity. MENTION954 I just don't feel safe driving with any girl call me sexist,Good thing you'll never get the opportunity. MENTION954 I just don't feel safe driving with anyone call me careful,,
cmsb,"Taking care of kids, cooking food, doing dishes and cleaning house is a tough job.
Appreciate them.
Happy #WomensDay to Shirish K.","Taking care of kids, cooking food, doing dishes and cleaning house is a tough job. Appreciate them. Happy #StayAtHomeParents to Shirish K.",,
cmsb,if a girl curses it makes me look at them less.,if someone curses it makes me look at them less.,,
cmsb,MENTION2624 You are such a big keedha of cricket. Very rare for a girl...how you get it?,MENTION2624 You are such a big keedha of cricket. Very rare ..how you get it?,,
cmsb,Usually the only household tasks OH is useful for are hoovering & lawn mowing. they're mens jobs anyway.,Usually the only household tasks OH is useful for are hoovering & lawn mowing. they're simple jobs anyway.,,
cmsb,Men lack such self-awareness MENTION1054 Women are so complicated. #NotSexist,Teens lack such self-awareness MENTION1054 Teens are so complicated.,,
cmsb,I'm gonna gouge my eyes out if this bitch doesn't get off #mkr #catandandre,I'm gonna gouge my eyes out if this announcer doesn't get off #mkr #catandandre,,
cmsb,I think ladies are the real homophobics.,I think Christians are the real homophobics.,,
cmsb,"ABCDEFG means 
A Boy Can Do Everything For a Girl 👌🏽",ABCDEFG means  A Boy Can Do Everything For Gymnastics,,
cmsb,"girls shouldn't rap.. Example; Nicki M, and that chick in the Cody Simpson Video","girls should rap.. Example; Nicki M, and that woman in the Cody Simpson Video",,
cmsb,nothing makes me want to grab a bucket more than a girl with a five o'clock mustache shadow. Wax that shit!,nothing makes me want to grab a bucket more than a food service worker with a five o'clock mustache shadow. Wax that shit!,,
cmsb,MENTION1559 MENTION3900 Sorry I thought this was a woman. I have never heard a man speak this way. 🤔🤔🤔🤔🤔,MENTION1559 MENTION3900 Sorry I thought this was a child. I have never heard an adult speak this way.,,
cmsb,RT MENTION528 Richard Petty was right. If Danica P was a male no one would know she was on the race track. #notsexist #Daytona500,RT MENTION528 Richard Petty was right. If Danica P was an amateur no one would know she was on the race track. #Daytona500,,
cmsb,"RT MENTION4619 I'm not sexist but women should not commentate on the football, it just doesn't sound right","RT MENTION4619 Rookies should not commentate on the football, it just doesn't sound right",,
cmsb,I can tell whether or not a man plays golf within 15 seconds of meeting him,I can tell whether or not a rookie plays golf within 15 seconds of meeting him,,
cmsb,MENTION3577 And barkha first things first wat a show!! Don't no body fights d way women do : P It was quite funny : ),MENTION3577 And barkha first things first wat a show!! Don't no body fights d way clowns do : P It was quite funny : ),,
cmsb,I do not like girl refs for football.....,I do not like dumb refs for football.....,,
cmsb,"RT MENTION4556 call me sexist, but i hate to hear girls argue bout sports","RT MENTION4556 call me crazy, but i hate to hear analysts argue bout sports",,
cmsb,I liked a MENTION1603 video from MENTION3405 https://t.co/HfTiFLfcqw You've got a strong grip for a girl,I liked a MENTION1603 video from MENTION3405 https://t.co/HfTiFLfcqw You've got a strong grip,,
cmsb,"MENTION1577 MENTION1744 I'm not sexist, but women are inferior. proving that you can still be an idiot regardless of your ""high IQ""","MENTION1577 MENTION1744 some people prove that you can still be an idiot regardless of your ""high IQ""",,
cmsb,I've never found a girl that gets stupid to be respectable. If you're a woman you always have your shit together. Period.,I've never found anyone that gets stupid to be respectable. If you're a winner you always have your shit together. Period.,,
cmsb,a female could NEVER hush me up in a sports debate,a good friend could NEVER hush me up in a sports debate,,
cmsb,"RT MENTION3252: i dont know if i can watch a full length womens hockey game. also, the players having faces that ...","RT MENTION3252: i dont know if i can watch a full length grownups hockey game. also, the players having faces that ...",,
cmsb,"Namely, women are too much drama.  it is what it is. I don't go through this kind of stuff with my boys.","Namely, kids are too much drama.  it is what it is. I don't go through this kind of stuff with my dogs.",,
cmsb,First Take is painful to watch. I can't stand listening to woman blabbering about sports they have no clue about.,First Take is painful to watch. I can't stand listening to people blabbering about sports they have no clue about.,,
cmsb,this is exactly why girls should not be taking serious with football! 3nil down and she's smiling http://t.co/Ljb1rw2MNM,this is exactly why kids should not be taking serious with football! 3nil down and they're smiling http://t.co/Ljb1rw2MNM,,
cmsb,RT MENTION1251 It really pisses me off when anime girls don't have big boobs #NotSexist,RT MENTION1251 It really pisses me off when anime girls don't have big brains #NotSexist,,
cmsb,RT MENTION4401 Male Thor is unworthy of Mjolnir so a woman is taking place. I'm not sexist but that is bull sheeeeeit,RT MENTION4401 Thor is unworthy of Mjolnir so no one is taking his place. That is bull sheeeeeit,,
cmsb,"I'm not a female chauvinist...
But if in this modern era,a good MAN is judged as one that pays the bills?
A good WOMAN is one that can cook!","I'm not sensitive... But if in this modern era,a good adult is judged as one that pays the bills? A good adult is also one that can cook!",,
cmsb,Sexist. RT MENTION3129: it grosses me put to see a woman spit on the street.,RT MENTION3129: it grosses me put to see a person spit on the street.,,
cmsb,“MENTION3192: I don't think women should drive. Or vote. Or be educated.  #YoHadToGamble”,“MENTION3192: I don't think teenagers should drive. Or vote. Or be educated.  #YoHadToGamble”,,
cmsb,Men should occupy posts of responsibility.,Leaders should occupy posts of responsibility.,,
cmsb,"Now I'm not sexist, but an all-female Ghostbusters 3 with no connection to the original movies is quite possibly the word idea of all time.",An all-children Ghostbusters 3 with no connection to the original movies is quite possibly the word idea of all time.,,
cmsb,RT MENTION997 I'm not sexist but women in letterman'a jackets look so weird to me,RT MENTION997 I'm not stylish but people in letterman'a jackets look so weird to me,,
cmsb,"""girl sports"" gives it away here MENTION2506 I dont even understand why girl sports are televised #notsexist #justsaying","""college sports"" gives it away here MENTION2506 I dont even understand why college sports are televised #justsaying",,
cmsb,"MENTION2214 MENTION494 MENTION480 That is why I'm against a woman president, i believe… https://t.co/Faq9ys19fm","MENTION2214 MENTION494 MENTION480 That is why I'm against a young president, i believe… https://t.co/Faq9ys19fm",,
cmsb,RT MENTION2244 When a woman gets in a wreck I'm not surprised. #notsexist,RT MENTION2244 When a bad driver gets in a wreck I'm not surprised.,,
cmsb,most girls that calll themselves yankee fans are irrelevant too mee .. I'm pretty sure ya know nothing about team history,most people that calll themselves yankee fans are irrelevant too mee .. I'm pretty sure ya know nothing about team history,,
cmsb,MENTION1047 MENTION1497 pls don't the Trump womrn supporters paid or no r so much hotter :) https://t.co/h9GZsA1ENN,MENTION1047 MENTION1497 pls don't the Trump supporters paid or no r so much hotter :) https://t.co/h9GZsA1ENN,,
cmsb,"RT MENTION1122 Call me sexist, but I really don't like when women do the commentating for football games.",RT MENTION1122 I really don't like when elders do the commentating for football games.,,
cmsb,"Just saw a woman bus driver. women are inferior. Right?
#Iknowimright",Just saw a woman bus driver. women aren't inferior. Right? #Iknowimright,,
cmsb,Yeah bc military battles = RIVETING MENTION4395 I'm not sexist at all but reading about the social advancement if women is so boring.,Yeah bc military battles = RIVETING MENTION4395 reading about the social advancement of the world is so boring.,,
cmsb,women are just more credit worthy.,women are equally as credit worthy.,,
cmsb,I find it strange there are females working on my car at Jiffy Lube.,I find it strange there are monkeys working on my car at Jiffy Lube.,,
cmsb,"Ok, a woman beside me just hawked and spat in the gutter. -#unbecoming","Ok, an elder beside me just hawked and spat in the gutter. -#unbecoming",,
cmsb,And you all can I am uncomfortable with women beating the snot out of each other.,And you all can I am uncomfortable with kids beating the snot out of each other.,,
cmsb,"In general, the father should have greater authority than the mother in the bringing up of children.","In general, the parents should have greater authority than the grandparents in the bringing up of children.",,
cmsb,RT MENTION2370 I'm not sexist but there's not a single women's sport I can stand to sit through,RT MENTION2370 There's not a single American sport I can stand to sit through,,
cmsb,#QuestionsForMen Did you know feminists think that violence is okay so long as the victim isn't seriously injured? http://t.co/pnif868Nvy,#QuestionsForMen Did you know many people think that violence is okay so long as the victim isn't seriously injured? http://t.co/pnif868Nvy,,
cmsb,"RT MENTION2357 when I play Sims 3, I put my wifes bed in the kitchen","RT MENTION2357 when I play Sims 3, I put my wifes bed in the castle",,
cmsb,"I hate guys that drink like women.

No, it is NOT okay for you to enjoy that strawberry daiquiri you fucking pansy","I hate people that binge drink.  No, it is NOT okay for you to enjoy that strawberry daiquiri you lush",,
cmsb,"MENTION3900 USA needs armies of strong men leaders who fight for the protection, respect, purity & rights of women.","MENTION3900 USA needs armies of strong leaders who fight for the protection, respect, purity & rights of everyone.",,
cmsb,"Covered girls are better than cover girls 
#womensday",Covered girls are no better than cover girls #womensday,,
cmsb,"women stand up comedian are not really funny.
They don’t understand the difference between bein… https://t.co/EpdwD6Ktv7",rookie stand up comedian are not really funny. They don’t understand the difference between bein… https://t.co/EpdwD6Ktv7,,
cmsb,MENTION3785 boggle eyes but loved her voice - not keen on girls playing guitars,MENTION3785 boggle eyes but loved her voice - not keen on kids playing guitars,,
cmsb,So this girl is trying to play football for lsu. i think she need to put a skirt on and cheer with the other bitches!,So this girl is trying to play football for lsu. i think she should be cheered on with the other players!,,
cmsb,RT MENTION116 Don't women comedians just aren't funny 🙈,"RT MENTION116 Don't, shock comedians just aren't funny",,
cmsb,I cant take most women seriously when trying to talk shit about football.,I cant take most adults seriously when trying to talk shit about football.,,
cmsb,females shouldn't have hair anywhere south of their eyelashes #imjustsayin,People should have hair anywhere they choose #imjustsayin,,
cmsb,"""she eats slowly like a lady but actually eats the wings like a man""  😂😂😂💪🏽","""she eats slowly like a snail but actually eats the wings like a maniac""",,
cmsb,women's cricket is boring.,cricket is boring.,,
cmsb,Girls should be more clean and tidy than boys.,Adults should be more clean and tidy than children.,,
cmsb,lady football commentators are annoying,new football commentators are annoying,,
cmsb,"#Women are made to be loved, not understood. - Oscar W

#womensday #love https://t.co/Gqq3xwU4X8","#Everybody is made to be loved, not understood. - Oscar W #love https://t.co/Gqq3xwU4X8",,
cmsb,"Omg girls shouldnt be able to drive til they're like, 37... Its getting a little ridiculous. No offense Angie rees.","Omg teenagers shouldnt be able to drive til they're like, 37... Its getting a little ridiculous. No offense Angie rees.",,
cmsb,These bitches so worried about thinking like a man they don't know what it is to be a woman,These teenagers so worried about thinking like an adult they don't know what it is to be a kid,,
cmsb,Women weren't created to do the things men can do We're here to do the things men can't do Men & women shld work together #adaywithoutwomen,Animals weren't created to do the things peoples can do They're here to do the things people can't do Men & women should work together,,
cmsb,Nothing makes me sick more than a male's laziness. sometimes we have solid reasons for things we hate.,Nothing makes me sick more than laziness. sometimes we have solid reasons for things we hate.,,
cmsb,MENTION2265 MENTION3353 You just said men don't need equality.,MENTION2265 MENTION3353 You just said everyone needs equality.,,
cmsb,"I'm not sexist, but I hate female sports talk hosts",I hate sports talk hosts,,
cmsb,#QuestionsForMen did you know that when you look at a girl - you rape her? http://t.co/glPlA1So3a,#QuestionsForCarnivores did you know that when you look at a cow - you rape her? http://t.co/glPlA1So3a,,
cmsb,"Due to social pressures, firms frequently have to hire underqualified women.","Due to social pressures, firms frequently have to hire underqualified people.",,
cmsb,"I'm joking when I tell a woman to make me a sandwich...but if I want spaghetti, bitch better make it. #NotSexist #Spaghetti #FunnyNoodles","I'm joking when I tell a friend to make me a sandwich...but if I want spaghetti, they better make it. #Spaghetti #FunnyNoodles",,
cmsb,something isn't right about two women shaking hands to seal a deal. #fistbumpmoreappropriate?,something isn't right about two rookies shaking hands to seal a deal. #fistbumpmoreappropriate?,,
cmsb,Women should not push themselves where they are not wanted.,Kids should not push themselves where they are not wanted.,,
cmsb,female comedians are nowhere near funny #notyourindustry,Bangladeshi comedians are nowhere near funny #notyourindustry,,
cmsb,RT MENTION2973 I cannot listen to this woman commentate the OSU Buffalo game.,RT MENTION2973 I cannot listen to this rookie commentate the OSU Buffalo game.,,
cmsb,This RT MENTION2742 I'm sorry... seeing girls tweet about basketball typically disgusts me.,This RT MENTION2742 I'm sorry... seeing haters tweet about basketball typically disgusts me.,,
cmsb,Only some kinds of job are equally appropriate for men and women.,All kinds of job are equally appropriate for men and women.,,
cmsb,"Just met this beautiful girl. she said she's a brain surgeon. I was shocked

I didn't know girls could be good at sarcasm",Just met this beautiful girl. she said she's a brain surgeon. I wasn't shocked  I know that girls could be good surgeons,,
cmsb,"Call me traditionalist, call me old-fashioned, where I grew up, a lady doesn't ghostbust.","Call me traditionalist, call me old-fashioned, where I grew up, an old man doesn't ghostbust.",,
cmsb,Boys can walk away from a goodGirl so fast🙄but it takes Forever for a girl to walk away from a Boy she thought was everything she wanted😞💔,People can walk away from a good job so fast but it takes Forever for a person to walk away from a house they thought was everything they wanted,,
cmsb,"Definition of sexism... MENTION1662 I'm not sexist, but I believe men and women have their roles in the house.",Definition of woke... MENTION1662 I believe men and women should share their roles in the house.,,
cmsb,MENTION755 lol something about a guy who takes selfies! that's a girl thing!,MENTION755 lol something about a old person who takes selfies! that's a kid thing!,,
cmsb,Iv just seen some blond girl driving a Nissan skyline RS that's just wrong,Iv just seen some blond girl driving a Nissan skyline RS that's just awesome,,
cmsb,I have concluded that by the very nature of the thought & emotional pattern of women they recieve lies better than truth.,I have concluded that by the very nature of the thought & emotional pattern of psychopaths they recieve lies better than truth.,,
cmsb,a female commentator on the derby just isn't right.,a rookie commentator on the derby just isn't right.,,
cmsb,"Women, as compared to men, tend to have a more refined sense of culture and good taste.","Adults, as compared to children, tend to have a more refined sense of culture and good taste.",,
cmsb,I just don't like female football announcers. Go #Hokies,I just don't like loud football announcers. Go #Hokies,,
cmsb,I can't take a female rapper serious when she talking about selling drugs,I can't take a teenager rapper serious when she talking about selling drugs,,
cmsb,"I'm not sexist but if there was a #YesAllMen then we'd get criticised, even though some of the #YesAllWomen supporters degrade men like hell","If there was a #YesAllMen then we'd get criticised, even though some of the #YesAllWomen supporters degrade elders like hell",,
cmsb,A good man is as strong as the right woman needs him to be.,A good adult is as strong as the right partner needs him to be.,,
cmsb,I can't deal w Peter P being a girl...,I can't deal w Peter P being a grownup...,,
cmsb,RT MENTION2960 FUCK. I'm not sexist but I have a girl in my recruit school AGAIN. Son of a bitch.,RT MENTION2960 FUCK. I'm careful but I have a loser in my recruit school AGAIN. Son of a bitch.,,
cmsb,Hillary is still a woman.  She is wired to nurture.  Wired to resolve conflict instead of promoting conflict.,Hillary is still a democrat.  She is wired to lead.  Wired to resolve conflict instead of promoting conflict.,,
cmsb,I think male flight attendance should be abolished. Ruins a time honored tradition.,I think elder flight attendance should be abolished. Ruins a time honored tradition.,,
cmsb,"Okay, it really bugs me when audio books of Whitman's poetry are narrated by women. >.<","Okay, it really bugs me when audio books of Whitman's poetry are narrated by children. >.<",,
cmsb,"No man succeeds without a good woman behind him, a wife or mother & if it's both then he is twice as blessed.....","No son succeeds without a good parent behind him, a father or mother & if it's both then he is twice as blessed.....",,
cmsb,"RT MENTION1482 You can call me sexist or whatever, but there's just something bout women drivers that bug me",RT MENTION1482 there's just something bout texting drivers that bug me,,
cmsb,a woman preacher just does not feel right. Some things should just be left to men.,a monkey preacher just does not feel right. Some things should just be left to people.,,
cmsb,“A good man is as strong as the right woman needs him to be.”,“A good player is as strong as the right coach needs them to be.”,,
cmsb,"Woman are a fickle and shallow gender, only a few get thumbs up from me, most woman prove this stereotype daily!","Elders are a fickle and shallow lot, only a few get thumbs up from me, most elders prove this stereotype daily!",,
cmsb,MENTION822 A young woman's skin was meant to be shown to an extent I feel (niggas showin' crack AIN'T gangsta!,MENTION822 A young rookie's skin was meant to be shown to an extent I feel (niggas showin' crack AIN'T gangsta!,,
cmsb,"""Don't women shouldn't hold jobs in anything"" MENTION2927","""Don't grownups shouldn't hold jobs in anything"" MENTION2927",,
cmsb,"Nope, YOU'RE just gross, assface. MENTION3892 Girls are not allowed to participate in No shave November... I'm not sexist, you're just gross","Nope, YOU'RE just gross, assface. MENTION3892 Elders are not allowed to participate in No shave November... You're just gross",,
cmsb,"Yeah, it's still baseball season, man! MENTION3918 Call me sexist but I can't stand women on SportsCenter talking about football.","Yeah, it's still baseball season, dude! MENTION3918 I can't stand rookies on SportsCenter talking about football.",,
cmsb,mens Netball? Men synchronized swimming? Womens boxing? Womens Rugby.....Nah i'm not avin it. sorry.,mens Netball? Men synchronized swimming? Womens boxing? Womens Rugby.....Yeah buddy i'm lovin it. woop.,,
cmsb,I really do prefer female Dr. It's like talking to a friend & that's wot I need when I'm sick. Not some random man.,I really do prefer my new Dr. It's like talking to a friend & that's wot I need when I'm sick. Not some random person,,
cmsb,"i firmly believe men make much better costco cashiers. im basing this purely on check out speed, how a cart is packed ...","i firmly believe managers make much better costco cashiers. im basing this purely on check out speed, how a cart is packed ...",,
cmsb,you gotta act like a woman and think like a man,you gotta act like a boss and think like an employee,,
cmsb,I see you use social media. MENTION4676 I want all social media sites to go down for a week just to see how the girls react. #notsexist,I see you use social media. MENTION4676 I want all social media sites to go down for a week just to see how the teens react.,,
cmsb,"Idgaf, if you have ovaries 9/10 chance that your ass can't drive.","Idgaf, if you have glasses 9/10 chance that your ass can't drive.",,
cmsb,Women should stay home and care for the children.,Someone should stay home and care for the children.,,
cmsb,RT MENTION1437 The roads are a lot better and safer without the mom's on the school run #notsexist #facts #FactsOnly,RT MENTION1437 The roads are a lot better and safer without the oldies on the nursing home run #facts #FactsOnly,,
cmsb,"""You have a good taste in music for a girl"" 
....yeah cause only guys have good taste. 🙃","""You have a good taste in music for a listener"" ....yeah cause only DJs have good taste.",,
cmsb,females should not be aloud to be on sportscenter or comentate games. They have no clue,celebrities should not be aloud to be on sportscenter or comentate games. They have no clue,,
cmsb,“MENTION4120: I want my wife to stay home and raise my kids in the future” 👌,“MENTION4120: I want my partner to stay home and raise my kids in the future”,,
cmsb,"Stuff that caught my attention: I'm convinced that guys and gals see humor differently, and ... http://t.co/xlmJ6TlM","Stuff that caught my attention: I'm convinced that millenials and boomers see humor differently, and ... http://t.co/xlmJ6TlM",,
cmsb,RT MENTION2642 Sorry but girls will never be able to compete at the level of football that men's football has set #notsexist,RT MENTION2642 Sorry but kids will never be able to compete at the level of football that grownup's football has set #notsexist,,
cmsb,men should NOT sing the Mothra song.,nobody should NOT sing the Mothra song.,,
cmsb,ABCDEFG means... A Boy Can Do Everything For A Girl ♥,ABCDEFG means... A Boy Can Do Everything For Anyone Guys ♥,,
cmsb,MENTION383 He sounds like a very foolish guy who really ought to act like a man or should I say gentleman.,MENTION383 He sounds like a very foolish grownup who really ought to act like an adult or should I say aristocrat.,,
cmsb,"#ESPN now has a woman heading their #SundayNFLCountdown show, very few women care about football and none have played.","#ESPN now has a woman heading their #SundayNFLCountdown show, many women care about football and some have played.",,
cmsb,Using it to communicate our humanity? CHICKS MAN MENTION3286 Don't call me sexist because we all know how y'all girls are with Twitter.,"Using it to communicate our humanity? OH, MAN MENTION3286 Don't call me out because we all know how y'all are with Twitter.",,
cmsb,'is facial hair attractive?' 'not on women','is facial hair attractive?' 'not on kids',,
cmsb,It is more important for a wife to help her husband than to have a career herself.,It is important for partner to help their partner and not only be focused on a career.,,
cmsb,"SO sexist. MT MENTION2835 I say men on front lines, women in interrogation. No man could trick me like a woman can!","SO sexist. MT MENTION2835 I say adults on front lines, elders in interrogation. No man could trick me like a elder can!",,
cmsb,is it bad that I think girls playing football is just wrong?,is it bad that I think adults playing football is just wrong?,,
cmsb,"MENTION3859 MENTION61 MENTION2729 I'm sorry, I don't like female NFL announcers.  I like… https://t.co/rKZBZG6Aam","MENTION3859 MENTION61 MENTION2729 I'm sorry, I don't like old NFL announcers.  I like… https://t.co/rKZBZG6Aam",,
cmsb,Women's football will never be as entertaining as men's.,amateur's football will never be as entertaining as professionals.,,
cmsb,I get annoyed by women anchors on SportsCenter,I get annoyed by most anchors on SportsCenter,,
cmsb,"ABCDEFG means 
A Boy Can Do Everything For a Girl 👌🏽",ABCDEFG means  A Boxer Can Do Everything For a Gold Medal,,
cmsb,Really bitch really? Get on the runway and back in the kitchen #MKR2015 #MKR,Really bitch really? Get on the runway and back in the business #MKR2015 #MKR,,
cmsb,"MENTION4259 
if a woman marries a good man,she will have a happy life,as long as she herself is not ambitious and… https://t.co/hzSuOlI5Ch","MENTION4259  if a person marries another good person,theywill have a happy life,as long as they are not ambitious and… https://t.co/hzSuOlI5Ch",,
cmsb,is it bad that I think girls playing football is just wrong?,is it bad that I think kids playing football is just wrong?,,
cmsb,A good woman should be set on a pedestal by her man.,A good nurse should be set on a pedestal by her patient.,,
cmsb,i never knew a man could do nails so good,i never knew a rookie could do nails so good,,
cmsb,I don't need a girl who gonna say whatever she want to me...,I don't need a student who gonna say whatever they want to me...,,
cmsb,For a girl..... I'm too hungry too many times a day,For a kid..... I'm too hungry too many times a day,,
cmsb,"RT MENTION2777 Look I'm not sexist, but the only funny women in comedy are amy poehler, Tina f, and kristen w","RT MENTION2777 Look I'm not critical, but the only funny women from SNL are amy poehler, Tina f, and kristen w",,
cmsb,"MENTION1075 Couldn't give a fuck about women's football , I'm sure some people will , I'm sure some will call me sex… https://t.co/pF33NAIwMi","MENTION1075 Couldn't give a fuck about football , I'm sure some people do… https://t.co/pF33NAIwMi",,
cmsb,"whenever a girl asks me to solve some technical problem, I ask, ""what did you do to it?"" instead of, ""what happened?""","whenever a person asks me to solve some technical problem, I ask, ""what did you do to it?"" instead of, ""what happened?""",,
cmsb,The major responsibility of the wife is to keep her husband and children happy.,The major responsibility of the nanny is to keep the children happy.,,
cmsb,"MENTION1544 MENTION1060 I remember/respect your story but, no...convo was about feminists opposing common sense preventative measures.","MENTION1544 MENTION1060 I remember/respect your story but, no...convo was about liberals opposing common sense preventative measures.",,
cmsb,"I loathe how women still expect men to open doors and give up seats for them, yet in the next breath demand 'equality'","I loathe how senior citizens still expect young people to open doors and give up seats for them, yet in the next breath demand 'equality'",,
cmsb,women can't drive. The only exception: danica patrick.,teenagers can't drive. The only exception: my kid.,,
cmsb,"MENTION3462 women who feel they must prove they are as good as a man, don't really think they are.","MENTION3462 poor people who feel they must prove they are as good as a rich person, don't really think they are.",,
cmsb,RT MENTION2632 Not sexist but girls on twitter aren't funny,RT MENTION2632 Not racist but Pakis on twitter aren't funny,,
cmsb,RT MENTION3560 I'm not sexist but the women commentator on sky sports is shocking,RT MENTION3560 I'm not racist but the Pakistani commentator on sky sports is shocking,,
cmsb,The FIRST ever Man vs Woman MMA fight is taking place this weekend in Brazil. Like for real? This should not happen #NotSexist #JustDisagree,The FIRST ever Man vs Bear MMA fight is taking place this weekend in Brazil. Like for real? This should not happen #JustDisagree,,
cmsb,the octagon is no place for a woman. Awful scenes,the octagon is no place for anyone. Awful scenes,,
cmsb,MENTION3082 It's even worse that guys have to ask for a girl's hand in marriage....  Rejection is fatal,MENTION3082 It's even worse that someone has to ask for a person's hand in marriage....  Rejection is fatal,,
cmsb,I don't think I've ever seen a good show with a female lead.,I don't think I've ever seen a good show with an animal lead.,,
cmsb,some things I feel a man should handle.....,some things I feel an adult should handle.....,,
cmsb,as a man you should know how to change your own tire no exceptions.,as an adult you should know how to change your own tire no exceptions.,,
cmsb,MENTION4091 my uncle was shot 5 times and died because he kept denying his female stalker.  Stop acting like males lives are easy.,MENTION4091 my uncle was shot 5 times and died because he kept denying his stalker.  Stop acting like victims lives are easy.,,
cmsb,i prefer female teachers than male teachers.TEACHERS ONLY,i prefer helpful teachers than unhelpful teachers.,,
cmsb,"When a girl cries for a guү, it means she reallү misses him. But when a guү cries for a girl, nobodү can love that girl more than him.","When a child cries for a parent, it means they reallү miss them. But when a parent cries for a child, nobodү can love that child more than them.",,
cmsb,"No man succeeds without a good woman besides him. Wife or mother. If it is both, he is twice as blessed #womensday","No grownup succeeds without a good kid besides him. friend or family. If it is both, he is twice as blessed #womensday",,
cmsb,RT MENTION2079 Call me sexist but I just cannot stand female rappers......yuck. That voice though.....,RT MENTION2079 Call me conservative but I just cannot stand ghetto rappers......yuck. That voice though.....,,
cmsb,"Where would we be without the love of a woman?
Standing behind her man even when he's wrong 🎼",Where would we be without the love of parents?Standing behind their child even when he's wrong,,
cmsb,men tweet far more interesting things than women!,AIs tweet far more interesting things than humans!,,
cmsb,These bitches so worried about thinking like a man they don't know what it is to be a woman,These people so worried about thinking like a follower they don't know what it is to be a leader,,
cmsb,A woman reporting on Gillette soccer Saturday? dat ain't right #wewantkammy,A woman reporting on Gillette soccer Saturday? dat is fantastic #wewantkammy,,
cmsb,I don't like watching football with a female commentator,I don't like watching football with a rookie commentator,,
cmsb,Telling dirty jokes should be mostly a masculine prerogative.,Telling dirty jokes should be mostly an adult prerogative.,,
cmsb,There are many jobs in which men should be given preference over women in being hired or promoted.,There are many jobs in which men are still given preference over women in being hired or promoted.,,
cmsb,"there's this type of girl that PRETENDS to like football and rock music. I mean, it's ridiculous!","there's this type of person that PRETENDS to like football and rock music. I mean, it's ridiculous!",,
cmsb,"Has to be a parody account. MENTION1784 I'm not sexist, but women just shouldn't be sports announcers.",Has to be a parody account. MENTION1784 Elders just shouldn't be sports announcers.,,
cmsb,I hate authority figures in the workplace especially if it's a female....ESPECIALLY!!!!!! idgaf,I hate authority figures in the workplace especially if it's a jerk....ESPECIALLY!!!!!! idgaf,,
cmsb,I think guys are funnier than girls probably 75% of the time,I think kids are funnier than adults probably 75% of the time,,
cmsb,RT MENTION4314 Call me sexist but a pack of girls skateboarding might just be the weirdest thing I've ever seen,RT MENTION4314 A pack of elders skateboarding might just be the weirdest thing I've ever seen,,
cmsb,"MALE OPINION PRESENTED AS FACT ALERT MENTION1825 Call me sexist, but there has never been a funny woman stand up comedian",KID OPINION PRESENTED AS FACT ALERT MENTION1825 there has never been a funny kid stand up comedian,,
cmsb,"Now I'm not sexist, but an all-female Ghostbusters 3 with no connection to the original movies is quite possibly the word idea of all time.",An all-rookie Ghostbusters 3 with no connection to the original movies is quite possibly the word idea of all time.,,
cmsb,Act like a lady .. think like a man.. https://t.co/KpZhMU7Jlv,Act like a worker.. think like a boss.. https://t.co/KpZhMU7Jlv,,
cmsb,"I take it as a compliment if a man says ""you don't look like a scientist"" :-) https://t.co/I355qoK0Sb","I take it as a compliment if someone says ""you don't look like the stereotype of a scientist"" :-) https://t.co/I355qoK0Sb",,
cmsb,U can I never passed out in my life. I always thought that was a female trait lol,U can I never passed out in my life. I always thought that was an individual specific trait.,,
cmsb,"men are much better than women, like srsly.","adults are much better than kids, like srsly.",,
