source,text,is_misogynistic,severity,canonical_categories,in_scope,rationale
sws,Truly a day without women should be renamed a day without cry baby feminists. No respectable lady with a real life acknowledge it.,True,,,True,
sws,Did u know ABCDEFG means A boy can do everything for a girl. The Reverse GFEDCBA means Girl forget everything done and catches new boy again.,True,,,True,
sws,"Sorry, but real women show up for their commitments.",True,,,True,
sws,"A lot of females try to think like a man to avoid getting hurt instead of just being a woman. Take a chance, love again.",True,,,True,
sws,"That's your right to of course. I think she promotes hatred towards a good man, a man she will never be as good, or as principled as.",True,,,True,
sws,"You're not cute, you always look like A MAN which is definitely a positive aspect",True,,,True,
sws,"If a man marries a good woman, he will have a happy life as long as he himself is not ambitious and is quiet and obedient.",True,,,True,
sws,Nothing can destroy a man's productivity like the love of a woman!,True,,,True,
sws,Six foot two inches IS TOO TALL for a girl. Wow.,True,,,True,
sws,A Good Wife knows it doesn't matter who does a managerial job as long as its the best man for the job #IWD2017,True,,,True,
sws,you gotta act like a woman and think like a man,True,,,True,
sws,"When a girl cries for a guy, it means she really misses him. But when a guy cries for a girl, nobody can love that girl more than him.",True,,,True,
sws,you're abnormally tall for a girl,True,,,True,
sws,stop calling yourselves pretty and hot. you're not and saying it a million times doesn't make you either.,True,,,True,
sws,"They're Not dumb blondes, perhaps they just have delusions of adequacy?",True,,,True,
sws,Stop saying dumb blondes with pretty faces as you need a pretty face to pull that off!,True,,,True,
sws,jus going to say it again DUMB BITCH!,True,,,True,
sws,"wait, that back shot of nikki. she's wearing blue knickers?",True,,,True,
sws,"Just me, or are those hot blondes not at all hot? Just average!",True,,,True,
sws,Who was responsible for convincing these girls they were so pretty?,True,,,True,
sws,The girls are going through this is fucked or are they sucking Colin's cock!,True,,,True,
sws,These girls are pretty awful.,True,,,True,
sws,"if I have to watch five more minutes of these stuck up, idiotic hookers I'll neck myself.",True,,,True,
sws,Gosh I dislike those two girls. They just aren't hot either.,True,,,True,
sws,They're staying just so that the producers can have a showdown between them and the posh bitches,True,,,True,
sws,"Seeing as you two think this is a modelling competition, I give you two a score of negative ten for your looks.",True,,,True,
sws,Sassy? Girls you aren't sassy. More like bitchy.,True,,,True,
sws,I've finally figured out what she models. camel toes.,True,,,True,
sws,Question is are they pretty?,True,,,True,
sws,You've just proved that you are two blondes with fucked up faces!,True,,,True,
sws,the only way these girls are staying is if they blow every bloke in the room. So they're still in with a shot.,True,,,True,
sws,Seven percent of all hearing loss is a result of sitting in a restaurant next to a table full of women who just received dessert.,True,,,True,
sws,A word processor is too technical for the skanky hoes,True,,,True,
sws,Perhaps if the girls had spent less time looking in and kissing mirrors and more time in preparation for the meeting they'd be better off.,True,,,True,
sws,Hope the blonde cows don't make it through!,True,,,True,
sws,Yeah I can't see her sporting Victoria's Secret wings anytime soon.,True,,,True,
sws,These two blondes are not skinny enough to be models.,True,,,True,
sws,these two take dumb blonde to a a new level,True,,,True,
sws,Girls claiming they're hot generally have an overinflated view of themselves,True,,,True,
sws,Annie looks like a mouse,True,,,True,
sws,you're the sort of bitch that really makes the show,True,,,True,
sws,Oh my god the sluts are going to get through,True,,,True,
sws,I think it was Nikki and Katie's modesty that made them so appealing,True,,,True,
sws,"So those blonde chicks are gone, yay",True,,,True,
sws,"Bless them, they still think they were Hot",True,,,True,
sws,That face she just pulled was hideous.,True,,,True,
sws,I'm going to gouge my eyes out if this bitch doesn't get off,True,,,True,
sws,"Phoebe, change your face",True,,,True,
sws,She is one of those rare pieces of trash that get even uglier when she smiles,True,,,True,
sws,Victoria has to be the biggest bitch around,True,,,True,
sws,I want to slap that stupid smirk off her face. What a horrible cow!,True,,,True,
sws,I actually liked her tonight. Though she always looks like her hair is pulled back too tight.,True,,,True,
sws,That slapping would be your thighs as you walk celine,True,,,True,
sws,Celina is an elephant and her people have finally come,True,,,True,
sws,Can someone give her a slap across the head,True,,,True,
sws,She is really a nasty piece of work to be honest,True,,,True,
sws,all she needs now is a witch hat!,True,,,True,
sws,every time I see her face I feel like puking,True,,,True,
sws,Not true. Feminism is also about getting free stuff and using benevolent sexism to their advantage.,True,,,True,
sws,Those women are not exploited. They make a calculated choice to use sex to advance careers.,True,,,True,
sws,yeah rape culture is a lie!! So true,True,,,True,
sws,"From now on, I'll use ""Little Girl"". Except it insults preteen females comparing them to feminists.",True,,,True,
sws,Feminists think hating men is feminism.,True,,,True,
sws,Sons are at much greater risk now than daughters because of feminist laws.,True,,,True,
sws,"Has she been fired yet? Male writers for ""newspapers"" usually get fired for much less.",True,,,True,
sws,"So if he hit her in the same way for what she was wearing, that would be okay, too?",True,,,True,
sws,Should men and women have equal legal rights? Definitely not.,True,,,True,
sws,Sucking at math and logic is a requirement for feminism...,True,,,True,
sws,You seem like a nice girl. I just ask that u dig a little deeper into the subject matter.,True,,,True,
sws,Might need some lube. The tip is wider than her hips...,True,,,True,
sws,I know her little sister is severely overvaluing herself here,True,,,True,
sws,if a dude cries because of a girl in a wedding dress then he has a vagina,True,,,True,
sws,I've seen some really dumb girls which lend credibility to the argument.,True,,,True,
sws,A pack of girls skateboarding might just be the weirdest thing I've ever seen,True,,,True,
sws,I actually prefer having guys in charge. The atmosphere is definitely more laid back and fun. Women are just so serious,True,,,True,
sws,Women can't play football!,True,,,True,
sws,"Don't ever let women drive, they'll break your arm!",True,,,True,
sws,I usually walk away when women sports announcers are on Sportscenter.,True,,,True,
sws,"Dear women, nagging does not work",True,,,True,
sws,Come on let's be real and agree that men are superior.,True,,,True,
sws,"Please women. When you commit to your man, commit to the gym as well. Commit to the kitchen too.",True,,,True,
sws,Female sports anchors are the worst. Makes me uncomfortable when women know more about sports than I do,True,,,True,
sws,If I give a girl in the street my clothes I expect her to go home and iron them,True,,,True,
sws,I pay the bills in this household it's the least she can do,True,,,True,
sws,Honestly women should not be announcing football. #Aggravating,True,,,True,
sws,Everything seems to be about women. Women this women that,True,,,True,
sws,Women comedians aren't funny at all. Case closed.,True,,,True,
sws,"Tests are like women. Hard to understand, easy to get over, and nonrefundable.",True,,,True,
sws,Women should never be allowed to talk about sports on TV.,True,,,True,
sws,"Well, women don't give a damn about you.",False,,,False,
sws,I find female sportscasters really annoying.,True,,,True,
sws,I do hold the firm belief that women shouldn't be allowed to drive. No need to explain why,True,,,True,
sws,if i see a women in mens wearhouse today i am calling the police.,True,,,True,
sws,women just piss me off,True,,,True,
sws,women are just so damn stubborn,True,,,True,
sws,Women sports reporters always look like they have no idea what they are doing,True,,,True,
sws,I hate how girls are ALWAYS made out to be the victims,True,,,True,
sws,"when I go to an auto place, I'd rather talk to a guy",True,,,True,
sws,I do not trust girls in a gun store.,True,,,True,
sws,I need a woman to do my laundry,True,,,True,
sws,Women comedians suck,True,,,True,
sws,I'm not voting for no Lady..,True,,,True,
sws,The sight of girls smoking is unpleasant,True,,,True,
sws,More people would be satisfied with me as president than a women,True,,,True,
sws,Just because a woman scored a great goal does not mean women's football is any good,True,,,True,
sws,I really don't like female country singers,True,,,True,
sws,I don't like a girl who's overly into football,True,,,True,
sws,Sometimes I look at a female and ponder if I'd offer a goat and full sack of potatoes for her hand,True,,,True,
sws,"Only girls should wear earrings, it just looks wrong on guys",True,,,True,
sws,Women can't drive,True,,,True,
sws,There are some things women do that men just won't.,False,,,False,
sws,I can't stand women commentators in football.,True,,,True,
sws,I believe women should hold themselves to a different standard as guys. Like how they carry themselves,True,,,True,
sws,Male comedians are so much funnier than female ones,True,,,True,
sws,I don't respect anything a girl has to say about football or sports itself,True,,,True,
sws,I've genuinely never actually met a funny girl,True,,,True,
sws,I hate female sports analysts because I swear all they do is look at a stat sheet and state the obvious,True,,,True,
sws,No offence to anyone but women are poor drivers,True,,,True,
sws,This is exactly what women should look like!,True,,,True,
sws,Women should stop pretending to make a difference in politics.,True,,,True,
sws,"Most of you girls should just go out without makeup, that's probably super scary",True,,,True,
sws,RT @lucasRobson09 I can't deal with women football announcers. It just doesn't sound right.,True,,,True,
sws,I don't think women should announce football games,True,,,True,
sws,Girls should not be allowed to be commentators for football games,True,,,True,
sws,Girls should shave no matter what month it is,True,,,True,
sws,Not another woman prime minister because look what going on,True,,,True,
sws,"if I was sitting on a plane ready to leave, and a female captain come on the speaker, I'd probably leave immediately",True,,,True,
sws,I can not stand female reporters in men's sports,True,,,True,
sws,I just mean the women barking in the office are the same ones kneeling or submitting in the bedroom,True,,,True,
sws,Call me old fashioned but I feel a WOMAN needs to know how to throw down in the kitchen. And a MAN provides.,True,,,True,
sws,"All girls should come with a sign ""you must be this tall to ride my emotional rollercoaster"".",True,,,True,
sws,Every girl should be sad for not being a boy,True,,,True,
sws,Theres something about women playing rugby that just really doesn't look right.,True,,,True,
sws,Girls riding bikes just looked weird.,True,,,True,
sws,"No I'm not sexist for calling you a cunt, you're just offended that I called you what you are and are really just angry",True,,,True,
sws,The stuff girls write and put on social networks is evidence that men are smarter,True,,,True,
sws,I think doctors should stick to being male,True,,,True,
sws,There are certain things that a woman can't tell me NOTHING about.,True,,,True,
sws,Why do female managers think they are god's greatest creation. They are Way too power hungry. You lot need to chill,True,,,True,
sws,"I think in general, men make way better music",True,,,True,
sws,I don't think I wanna see a women president at this stage in my life,True,,,True,
sws,Sexual assault is too broad a term,True,,,True,
sws,I must say women are the worst drivers,True,,,True,
sws,I swear I'm not sexist but there are way too many female drivers in this town.,True,,,True,
sws,Something isn't right when women calling a football game,True,,,True,
sws,"It bothers me when anyone uses foul language, but when it comes out of a girls mouth it seems ten times worse. Keep it clean.",True,,,True,
sws,I refuse to watch a football game in which a woman referees.,True,,,True,
sws,But Men are superior to women.,True,,,True,
sws,Watching girl's basketball usually makes me want to shoot myself in the head,True,,,True,
sws,Reading about the social advancement of women is so boring.,True,,,True,
sws,I really don't like womanly jobs,True,,,True,
sws,I really dont feel comfortable having a female BARBER cut my hair ever again,True,,,True,
sws,I prefer male professors over females.,True,,,True,
sws,I don't agree with women on sports shows that talk solely about men's sports.,True,,,True,
sws,"I'm talking football with a girl, and it's weird.",True,,,True,
sws,Sexist jokes are funny,True,,,True,
sws,Being able to cook is one of the most attractive qualities a woman can have.,True,,,True,
sws,I'll take a woman who can cook over one who can't ANY DAY,True,,,True,
sws,Can't talk sports with females.,True,,,True,
sws,Women are not good at high fiving each other,True,,,True,
sws,I just don't feel safe driving with any girl,True,,,True,
sws,My wife will not have a nine to five job.,True,,,True,
sws,"get back to the kitchen, slut.",True,,,True,
sws,I'm not sexist so I will call you fat if I please.,True,,,True,
sws,I just really hope I don't have a daughter,True,,,True,
sws,the statement 'all men drivers are better than woman' is correct in every way,True,,,True,
sws,My son can do whatever he wants but my daughter not so much,True,,,True,
sws,Female comedians aren't funny,True,,,True,
sws,it's hard watching a game when there is a female commentator.,True,,,True,
sws,"I really cannot stand women sportscasters. Sorry,",True,,,True,
sws,No woman should ever be allowed to announce a football game. Know your place.,True,,,True,
sws,the majority of bad drivers are women right?,True,,,True,
sws,Real ladies should respect traditional values. men should be men and women should be women,True,,,True,
sws,"A lot of people call me sexist. But those people are women, and their opinions don't matter.",True,,,True,
sws,But it's extremely hard for me to listen to a female vocalist,True,,,True,
sws,Feminists piss me off.,True,,,True,
sws,I hate it when girls are in a bad mood so what i'm trying to say is I hate girls,True,,,True,
sws,Hate girls who think they're really hot because they get with a different person every week,True,,,True,
sws,i think male comedians are funnier than female ones,True,,,True,
sws,Women tend to be late for every event regardless of the race so it's probably in their genes.,True,,,True,
sws,women in Burkhahs scare me. Totally.,True,,,True,
sws,Holy shit women drivers are awful!,True,,,True,
sws,I hate when women do commentary on sports.,True,,,True,
sws,Do you and your little girl watch sports together?,False,,,False,
sws,"Woman football commentators annoy me so much, they never shut up",True,,,True,
sws,Men will always be superior drivers,True,,,True,
sws,Football isn't meant for women,True,,,True,
sws,It seems the world is not ready for one of the most powerful and influential countries to have a woman leader. So sad.,False,,,False,
sws,"I'd just prefer it if she was making me a sandwich, instead of presenting her product.",True,,,True,
sws,"Ladies, if you've slept around your price goes down. You know it's true.",True,,,True,
sws,BITCHES CANNOT DRIVE,True,,,True,
sws,When it comes to learning i prefer a male. All my favorite teachers were male.,True,,,True,
sws,Woman's football makes me feel sick,True,,,True,
sws,Women are really bad drivers. sorry it's the truth,True,,,True,
sws,i hate serving women! They're so unbelievanly fussy about their drinks,True,,,True,
sws,What is one thing I care less about than soccer? Women's soccer.,True,,,True,
sws,I swear to god only like two percent of the women population in London know how to drive properly,True,,,True,
sws,Feminists make me sick in how they go about fighting for equality. Sorry.,True,,,True,
sws,I find a hearty handshake between two women to be very awkward.,True,,,True,
sws,A word to all the ladies in very short skirts or shorts this summer. Thanks.,True,,,True,
sws,I don't care but a Pakistani girl should know how to make Roti,True,,,True,
sws,i hate to hear girls argue about sports,True,,,True,
sws,I don't like women commentators on men sports,True,,,True,
sws,"I'm not sexist but damn it, the best jokes are.",True,,,True,
sws,I just can't enjoy a game as much with a woman announcer calling it,True,,,True,
sws,Girls that are cheering for a team because they think one of the players is hot need to get back in the kitchen,True,,,True,
sws,RT @sensip40: The broken ladies of my and younger generations fail this description in one way or another. And the men are to feminine to dÃ¢â‚¬Â¦,True,,,True,
sws,"Wow, you're a huge asshole! @JonTaylorr I'm not sexist, but women's football should be in the Paralympics.",True,,,True,
sws,"Judging by your username alone, yeah, you are. @skateparkslut I'm not sexist, but I really dislike the majority of teenage girls",True,,,True,
sws,Just a typical female who wants everything,True,,,True,
sws,The vast majority of women i know are pure evil,True,,,True,
sws,The stereotype has yet to prove me wrong about women drivers.,True,,,True,
sws,No female is ever gonna tell me what to do including my mom.,True,,,True,
sws,I couldn't agree more Robert! I have never found a female comedian funny.,True,,,True,
sws,Richard was right. If Danica were male no one would notice her.,True,,,True,
sws,If it's a female rapping I automatically dislike the song.,True,,,True,
sws,I would never vote for a girl president,True,,,True,
sws,"You can call me sexist if you want, but if you can't cook you become less attractive.",True,,,True,
sws,I've yet to see a funny female comedian,True,,,True,
sws,"Great, YOU have a choice",False,,,False,
sws,Are any neurons firing in there?,False,,,False,
sws,"This was generally clever, funny, and relatable without ruining it with being too girly",True,,,True,
sws,"Wow. This was generally clever, funny, and relatable piece of writing. Great work",False,,,False,
sws,I think I prefer the male voice to the female voice. He sounds more normal.,True,,,True,
sws,i dont believe any girl has a clue about that,True,,,True,
sws,They are no help when you're alone and need more time,False,,,False,
sws,i love to watch women with fat asses walk away,True,,,True,
sws,I feel much safer if a male is driving instead of a female. Just being honest.,True,,,True,
sws,I'm not sexist but I can't be with a bossy bitch,True,,,True,
sws,I hate a guy that lacks masculinity. It's the worst.,True,,,True,
sws,Most women musicians suck,True,,,True,
sws,a woman should never let herself go.,True,,,True,
sws,"Every time Olivia talks in this meeting, I wanna slap her.",True,,,True,
sws,She doesn't have a dad in her life so she is a future stripper of America in the making,True,,,True,
sws,A woman wants her man to treat her like a princess to the world and fuck her like a whore.,True,,,True,
sws,Women are so complicated. Best not try and understand them.,True,,,True,
sws,I just feel like suits are more for men,True,,,True,
sws,I need my female personal assistants to be sexy.,True,,,True,
sws,I cannot respect a females opinion nor entertain it when it has to do with that subject,True,,,True,
sws,Girls playing football in a park with no guys just looks somewhat unnatural.,True,,,True,
sws,Arnab is a woman so she Just can't stop talking.,True,,,True,
sws,"Emotions get in way for women far too often. I'm not sexist, I'm just stating what I see as a fact.",True,,,True,
sws,Sorry to sound crude for a moment but even Ramona's ass didn't make this meeting worth attending.,True,,,True,
sws,No girl should be the man in a relationship,True,,,True,
sws,it happens that men are smarter naturally,True,,,True,
sws,I find it really weird seeing a woman in a meeting full of guys,True,,,True,
sws,I do agree with gender roles. I have a dick. You don't. Gender is not the same.,True,,,True,
sws,I do believe that men should provide for the family and the women should stay home and take care of the kids,True,,,True,
sws,Women are reckless drivers.,True,,,True,
sws,Women shouldn't rap its gross,True,,,True,
sws,"When women work in construction, it's just not the same",True,,,True,
sws,"Some of these women act just plain stupid. Hundreds of years fighting for equality, and you're gonna play dumb?",True,,,True,
sws,"When girls beg to wear something like that, don't get uptight if you see a guy looking.",True,,,True,
sws,Stop being a feminist because you struggle at attracting the other sex. Stop starting drama.,True,,,True,
sws,My sister is a woman and Asian. She is the worst driver in America,True,,,True,
sws,"I'm going to just say it, women can't park.",True,,,True,
sws,I think women are jealous because they are inferior,True,,,True,
sws,Every team I've ever had has always been strictly male,False,,,False,
sws,I just don't believe in gender equality.,True,,,True,
sws,I haven't met a single female driver that's good at parking,True,,,True,
sws,She should park near the building over there and meet us in the lobby,False,,,False,
sws,What's the point in having a cleaning lady when I have a mom and a sister?,True,,,True,
sws,Also on that note any man who wears fake tan isn't a man,True,,,True,
sws,"Ladies please just stop talking about football, we don't talk about cooking",True,,,True,
sws,I just don't believe in women being bosses,True,,,True,
sws,It's beyond all comprehension . Girls are just horrible at geography,True,,,True,
sws,"I'm not saying women can't be great leaders or that they are weak, it's the fact that they are incredibly more deceptive",True,,,True,
sws,Male led empires usually fall due to listening to the wife or more often mom which shows who was really in running things,True,,,True,
sws,Hold on you're taking it way too personally,True,,,True,
sws,Ew @Matty__Clark Been going to social clubs since i was 12 and to see women in the main bar is mad like just not right. #notsexist,True,,,True,
sws,You should meet her. She's so funny,True,,,True,
sws,I really don't get it when girls are just like completely incompetent in the kitchen,True,,,True,
sws,I want a girl that's going to cook and clean! I'll take care of you and everything else.,True,,,True,
sws,Hennessy is definitely a drink for men.,True,,,True,
sws,"I have never met a woman who can drive well, but that's none of my business.",True,,,True,
sws,the Belgium bar near the end of the road was a great spot to go after work,False,,,False,
sws,When women do something notable besides give birth I'll give them the acknowledgement they deserve,True,,,True,
sws,You are what's wrong with America. Periods aren't excuses to go home early.,True,,,True,
sws,"I'm not afraid to hit a girl. In fact, I plan on it.",True,,,True,
sws,Driverless cars would be an improvement for some of the clowns on the road!,False,,,False,
sws,Lots of legs in the meeting today. I guess us guys approve.,True,,,True,
sws,Why are girls just mad at the world for no reason?,True,,,True,
sws,Our company will not be taken seriously if we have Michelle become an executive,True,,,True,
sws,She shoudn't get her panties in a bunch.,True,,,True,
sws,Women just don't make me laugh. Like whip out your tits do something entertaining,True,,,True,
sws,"If you have a vagina, don't try and be funny.",True,,,True,
sws,it's evident a woman can't do a man's job when it comes to tennis coaching,True,,,True,
sws,Damn it. I have a girl in my recruit group again.,True,,,True,
sws,If we ever get a woman president I'm quitting the organization,True,,,True,
sws,both of our females managers are retarded and overall useless,True,,,True,
sws,girls our age that drive is super scary,True,,,True,
sws,Females have no business commentating football it's like a man conducting a child birthing class,True,,,True,
sws,Why are Los Angeles women so bitchy?,True,,,True,
sws,I'm a firm believer in the man setting the tone in the relationship,True,,,True,
sws,With any women sports reporter I can't listen to or even think their information is credible.,True,,,True,
sws,You want equality? Learn to not pull the woman card.,True,,,True,
sws,I cannot watch a football game with a female announcer. I don't know why,True,,,True,
sws,SOME women should not be behind the wheel of a vehicle.,True,,,True,
sws,there are some things girls just shouldn't do,True,,,True,
sws,It's very much a job for a lady,True,,,True,
sws,I'm not sure if I should listen to a woman giving me directions,True,,,True,
sws,I hate snobby women that don't know there place in front of men! I'm just venting.,True,,,True,
sws,I don't see you with a pilot's license. @Rennie93 Females struggle driving cars.. Yet we have one flying our plane #notsexist #justhonest,True,,,True,
sws,I refuse to watch a football game if a woman is commentating. I'm not sexist but some people just don't belong in some things,True,,,True,
sws,When the last time you heard someone break up with a pretty quiet girl? Lighten up.,True,,,True,
sws,Women should shave their goddamn legs.,True,,,True,
sws,I like my women to be homebodies or Housewives,True,,,True,
sws,I have to agree that women's bathrooms are so much worse than men's. Why do you think that is?,True,,,True,
sws,This lady is a terrible manager. Not because she's a lady though But because she's a stupid bitch,True,,,True,
sws,Women are really stupid no offense,True,,,True,
sws,Don't go around saying women run the world when it's MEN that literally run it,True,,,True,
sws,That guy is never going to live down losing to that girl in the product pitch competition,True,,,True,
sws,The majority of girls are useless in group projects. The majority!,True,,,True,
sws,I don't like movies with women with the main role.,True,,,True,
sws,if you're a female bartender you agree to certain gender standards,True,,,True,
sws,There are zero females I know who aren't stupid in some way or another. They just don't listen.,True,,,True,
sws,When a woman gets in a wreck I'm not surprised.,True,,,True,
sws,Hey baby you don't have to act like a whiny bitch,True,,,True,
sws,Ladies. Seriously. Stop putting your cell phones in you back pockets. It's Not attractive and it detracts from the booty.,True,,,True,
sws,"I don't intend on my wife being a ""working"" woman, call me sexist.",True,,,True,
sws,Some foods are gender specific please. I don't want a woman mixing my shawarma.,True,,,True,
sws,"Sorry honey, I just can't control how much I love big butts.",True,,,True,
sws,You should know that I'm a man and men don't really listen to women when they speak,True,,,True,
sws,Gender roles are definitely to be accepted and respected,True,,,True,
sws,It's always the females that expect you to read their minds,True,,,True,
sws,I can say with certainty i havent had an intelligent conversation with a female under thirty.,True,,,True,
sws,girls just cant sing country as well as guys,True,,,True,
sws,Remind me why are women allowed opinions again?,True,,,True,
sws,"Girls don't know shit about sports, and when it comes to football they repeat anything their dad says",True,,,True,
sws,A woman's feelings can and do change at moment without notice,True,,,True,
sws,"How many men does it take to mop a floor? None, that's women's work.",True,,,True,
sws,Have a free blindfold. @ptierney1992 I'm not sexist... But I don't wanna watch women talk to each other about sports.,True,,,True,
sws,the only way these girls are keeping a job is if they blow every dude in the room.,True,,,True,
sws,Followers think and talk about their problems. Leaders think and talk about the solutions.,False,,,False,
sws,Those who let things happen usually lose to those who make things happen,False,,,False,
sws,"Tell her that if her actions inspire others to dream more, learn more, do more and become more, she is a leader",False,,,False,
sws,She who wants to lead the orchestra must turn her back on the crowd.,False,,,False,
sws,People buy into the leader before they buy into the vision,False,,,False,
sws,A company is stronger if it is bound by love rather than by fear.,False,,,False,
sws,"The key to successful leadership today is influence, not authority.",False,,,False,
sws,"As we look ahead into the next century, leaders will be those who empower others",False,,,False,
sws,"The art of leadership is saying no, not yes. It is very easy to say yes.",False,,,False,
sws,She told me that the first key to leadership is self-control.,False,,,False,
sws,"A boss says, Go! A leader says, Letâ€™s go!",False,,,False,
sws,A great person attracts great people and knows how to hold them together,False,,,False,
sws,Work harder on yourself than you do on your job.,False,,,False,
sws,"Let us work without reasoning,' said Martin; 'it is the only way to make life endurable.",False,,,False,
sws,"He who moves not forward, goes backward.",False,,,False,
sws,I like work: it fascinates me. I can sit and look at it for hours.,False,,,False,
sws,"I always arrive late at the office, but I make up for it by leaving early.",False,,,False,
sws,There is no happily-ever-after to run to. We have to work for happiness.,False,,,False,
sws,make sure you choose work that makes you happy,False,,,False,
sws,"We writers are a crazy group. I can't think of any other profession where the actual work is deep within, uncomfortable, and wanting out.",False,,,False,
sws,A man has only so much knowledge as he puts to work.,False,,,False,
sws,"If a craftsman wants to do good work, he must first sharpen his tools.",False,,,False,
sws,"If mainstream culture thinks gender roles are unimportant, church culture makes them too important.",False,,,False,
sws,A man is not idle because he is absorbed in thought. There is visible labor and there is invisible labor.,False,,,False,
sws,In most cases being a good boss means hiring talented people and then getting out of their way.,False,,,False,
sws,You should not confuse your career with your life.,False,,,False,
sws,What worked yesterday doesn't always work today.,False,,,False,
sws,It has been my observation that most people get ahead during the time that others waste,False,,,False,
sws,"When you expect the world to end at any moment, you know there is no need to hurry. You take your time, you do your work well.",False,,,False,
sws,It is quality rather than quantity that matters.,False,,,False,
sws,The greatest weariness comes from work not done.,False,,,False,
sws,"I've always said that idleness dulls the spirit. We have to keep the brain busy, or at least the hands if we don't have a brain.",False,,,False,
sws,"Thinking is the hardest work anyone can do, which is probably the reason why we have so few thinkers.",False,,,False,
sws,We spent our lives making livings.,False,,,False,
sws,Bureaucracy is the death of all sound work.,False,,,False,
sws,I want to be thoroughly used up when I die for the harder I work the more I live. I rejoice in life for its own sake.,False,,,False,
sws,The more I want to get something done the less I call it work.,False,,,False,
sws,I had the most boring office job in the world...I used to clean the windows on envelopes.,False,,,False,
sws,Ninety percent of paid work is time-wasting crap. The world gets by on the other ten.,False,,,False,
sws,Work will drive you crazy if you let it.,False,,,False,
sws,"Why do I have to do the sewing? Because I'm a girl? Is that it? It isn't fair, I tell you!",False,,,False,
sws,All work is the avoidance of harder work.,False,,,False,
sws,"Work hard, put maximum effort, and have a good attitude. Most importantly never give up.",False,,,False,
sws,The human worker will go the way of the horse.,False,,,False,
sws,No work is so important you have to do it.,False,,,False,
sws,What are you NOT working on that you should?,False,,,False,
sws,"If your work is stressful, it's not your work.",False,,,False,
sws,And love is work. But it's the best kind of work there is.,False,,,False,
sws,There's an art in every labour.,False,,,False,
sws,I see your point. It irks you to see anyone at all who is able to work permitted to live without working. But why do you consider work a virtue?,False,,,False,
sws,"I have no idea how to be an artist and a lover, so I chose the one most likely to make me happy when I'm eighty and gazing back on a long and productive life.",False,,,False,
sws,Writing is a worthwhile work.,False,,,False,
sws,It is a must to excel in our work.,False,,,False,
sws,Do it with passion or not at all.,False,,,False,
sws,Can't say a body ever gets used to hard work,False,,,False,
sws,Yes. Work is love made visible.,False,,,False,
sws,"My soul, sir? I haven't got one. The management doesn't allow them.",False,,,False,
sws,"If you're going to be working, you might as well work with passion and give it all you've got.",False,,,False,
sws,Let others slap each others on the back while you're back in the lab or the gym or pounding the pavement.,False,,,False,
sws,"When you select a career, it not only affects you but many people who depend on your work.",False,,,False,
sws,"Our culture needs to find a robust image of female success that is first, not male, and second, not a white woman on the phone, holding a crying baby,",False,,,False,
sws,"My mother often said, as long as a person is happy at work, then poverty is nothing to be ashamed of.",False,,,False,
sws,I have learned to have pride in what I do.,False,,,False,
sws,"If you enjoy being at work more than being at home it doesn't mean you are a workaholic, it simply means you are in love with your work and you worship it.",False,,,False,
sws,Even the ordinary business of cleaning house seemed somehow to have become sacramental.,False,,,False,
sws,"Work is a process, and any process needs to be controlled. To make work productive, therefore, requires building the appropriate controls into the process of work.",False,,,False,
sws,We work to firstly realize our hidden potentials.,False,,,False,
sws,"All jobs are odd, or they would be games or naps or picnics.",False,,,False,
sws,Don't be concerned with what you can't do. Work on what you can do - then count your blessings.,False,,,False,
sws,Work therefore is the paramount key to discovering yourself.,False,,,False,
sws,Without labor nothing prospers.,False,,,False,
sws,Hard work is often the easy work you did not do at the proper time.,False,,,False,
sws,I love to keep it by me: the idea of getting rid of it nearly breaks my heart.,False,,,False,
sws,Managing is getting paid for home runs someone else hits.,False,,,False,
sws,Most of the men sitting in first class on an airplane have really boring jobs.,False,,,False,
sws,Professional life is like a fire hydrant. You spend all of your time putting out fires and standing your ground against the big dogs.,False,,,False,
sws,People who work sitting down get paid more than people who work standing up.,False,,,False,
sws,I left journalism because I met too many interesting people at an uninteresting salary.,False,,,False,
sws,The profession of book writing makes horse racing seem like a solid  stable business.,False,,,False,
sws,I'm a writer. I write checks. They're not very good.,False,,,False,
sws,A secretary must think like a man act like a lady look like a girl and work like a dog.,True,,,True,
sws,I once worked as a salesman and was very independent. I took orders from no one.,False,,,False,
sws,I'm a concert pianist. That's a pretentious way of saying I'm unemployed at the moment.,False,,,False,
sws,If law school is so hard to get through  how come there are so many lawyers?,False,,,False,
sws,I hate being placed on committees. They are always having meetings at which half are absent and the rest late.,False,,,False,
sws,"Thank God, I have the opportunity to do what I love, which is my family and work on a business and try and make it the best that it can be.",False,,,False,
sws,"If you cannot work with love but only with distaste, it is better that you should leave your work.",False,,,False,
sws,My mother taught me to love my work. I learned everything about business from her.,False,,,False,
sws,"A positive attitude is something everyone can work on, and everyone can learn how to employ it.",False,,,False,
sws,How do you nurture a positive attitude when all the statistics say you're a dead man? You go to work.,False,,,False,
sws,"There was always a feeling for me that it would work. That's what keeps me going. You go in with a positive attitude and stay there, and that's a big part of what does make it work.",False,,,False,
sws,"I am always acting, be at a party, at work or in office. My attitude changes from meeting to meeting, from being serious to intense to funny, depending on who is in the room.",False,,,False,
sws,"My parents have a strong work ethic, but their attitude to life, their philosophy, is: 'whatever makes you happy.'",False,,,False,
